source,product,star_rating,date,raw_text,unigram,bigram
anua_translated,,1.0 out of 5 stars,Reviewed i,지난 몇년 동안 지성 피부가 건성 복합성 피부로 변해가고 피지와 블랙헤드도 줄여주고 싶어서 피부 수분 유지에 도움을 주고자 이 클렌저를 구입하게 되었습니다 나는 이 클렌저를 사용한 첫 번째 세안부터 집착했고 ANUA 엑스폴리에이팅 토너와 쌀 세라마이드 탈지 장벽 세럼 일반 모이스처라이저와 함께 3주 동안 아침 저녁으로 종교적으로 사용했습니다 3일차에 볼에 낭종이 생겼는데 이런 일이 몇 번 일어났습니다,"['동안', '지성', '피부', '건성', '복합', '피부', '피지', '블랙', '헤드', '피부', '수분', '유지', '클렌저', '구입', '클렌저', '사용', '세안', '집착', '엑스폴리에이팅', '토너', '세라마이드', '탈지', '장벽', '일반', '모이스처라이저', '동안', '아침', '저녁', '종교', '사용']","['동안_지성', '지성_피부', '피부_건성', '건성_복합', '복합_피부', '피부_피지', '피지_블랙', '블랙_헤드', '헤드_피부', '피부_수분', '수분_유지', '유지_클렌저', '클렌저_구입', '구입_클렌저', '클렌저_사용', '사용_세안', '세안_집착', '집착_엑스폴리에이팅', '엑스폴리에이팅_토너', '토너_세라마이드', '세라마이드_탈지', '탈지_장벽', '장벽_일반', '일반_모이스처라이저', '모이스처라이저_동안', '동안_아침', '아침_저녁', '저녁_종교', '종교_사용']"
anua_translated,,1.0 out of 5 stars,Reviewed i,내 얼굴은 그들이 나에게 준 여드름으로 인해 여전히 치유되고 있습니다 예전에는 턱에 전체 군집이 있었고 이전에는 터지지도 않은 곳에서 터졌습니다 스킨케어 루틴에 살리실산을 사용해도 턱에는 계속 트러블이 생기고 곧 뺨에도 트러블이 생깁니다 퍼지인 줄 알았는데 계속 아프고 아팠어요 나는 곰팡이와 호르몬 낭종처럼 그것들을 계속해서 서로 겹쳐지게 만듭니다 나는 점점 더 많이 터졌다 이제 나는 그것이 이 클렌저였다는 것을 인정해야 합니다 확실히 그 안에 뭔가가 있어,"['얼굴', '여드름', '치유', '예전', '전체', '군집', '루틴', '살리실산', '사용', '트러블', '트러블', '곰팡이', '호르몬', '클렌저', '인정']","['얼굴_여드름', '여드름_치유', '치유_예전', '예전_전체', '전체_군집', '군집_루틴', '루틴_살리실산', '살리실산_사용', '사용_트러블', '트러블_트러블', '트러블_곰팡이', '곰팡이_호르몬', '호르몬_클렌저', '클렌저_인정']"
anua_translated,,1.0 out of 5 stars,Reviewed i,별을 0개 남길 수 있다면 그렇게 할 것입니다 처음에는 건조하고 민감한 피부를 가지고 있습니다 대부분의 클렌저가 얼굴을 건조하고 당기는 느낌을 주기 때문에 오일 클렌저를 사용하려고 알아보고 있었기 때문에 오일 클렌저가 더 나은 대안이 될 것이라고 생각했습니다 나는 tiktok에서 이 제품에 대해 열광하는 많은 사람들을 보았고 당연히 구매했습니다 쉽게 영향을 받음 더 이상 존재하지 않음 나는 자주 탈주하는 사람이 아닙니다 26년 동안 나는 여드름 탈출을 경험한 적이 거의 없습니다 나는 이것을 2주 동안 사용했다,"['처음', '건조', '피부', '대부분', '클렌저', '얼굴', '건조', '느낌', '오일', '클렌저', '사용', '오일', '클렌저', '대안', '생각', '제품', '열광', '사람', '구매', '영향', '이상', '존재', '탈주', '사람', '동안', '여드름', '탈출', '경험', '동안', '사용']","['처음_건조', '건조_피부', '피부_대부분', '대부분_클렌저', '클렌저_얼굴', '얼굴_건조', '건조_느낌', '느낌_오일', '오일_클렌저', '클렌저_사용', '사용_오일', '오일_클렌저', '클렌저_대안', '대안_생각', '생각_제품', '제품_열광', '열광_사람', '사람_구매', '구매_영향', '영향_이상', '이상_존재', '존재_탈주', '탈주_사람', '사람_동안', '동안_여드름', '여드름_탈출', '탈출_경험', '경험_동안', '동안_사용']"
anua_translated,,1.0 out of 5 stars,Reviewed i,정말 모공이 깨끗해지기 때문에 빛나는 리뷰를 남기려고 했어요 블랙헤드를 포함한 많은 불순물을 제거했습니다 처음 사용했을 때 나오는 작은 덩어리들이 손에 사포처럼 느껴졌습니다 처음에는 피부가 깨끗해지는 줄 알았는데 입 주위에 여드름이 계속 나더라구요 며칠 동안 제품 사용을 중단했더니 깨끗해졌습니다 그러다가 모공이 막힌 것처럼 피부 아래에 작은 돌기가 느껴져서 다시 클렌징 오일을 사용하기로 결정했습니다 깨끗해요,"['모공', '리뷰', '블랙', '헤드', '포함', '불순물', '제거', '처음', '사용', '덩어리', '사포', '처음', '피부', '주위', '여드름', '며칠', '동안', '제품', '사용', '중단', '모공', '피부', '아래', '돌기', '클렌징', '오일', '사용', '결정']","['모공_리뷰', '리뷰_블랙', '블랙_헤드', '헤드_포함', '포함_불순물', '불순물_제거', '제거_처음', '처음_사용', '사용_덩어리', '덩어리_사포', '사포_처음', '처음_피부', '피부_주위', '주위_여드름', '여드름_며칠', '며칠_동안', '동안_제품', '제품_사용', '사용_중단', '중단_모공', '모공_피부', '피부_아래', '아래_돌기', '돌기_클렌징', '클렌징_오일', '오일_사용', '사용_결정']"
anua_translated,,1.0 out of 5 stars,Reviewed i,좋아요 이 제품을 한 번 사용해 본 것부터 시작하고 싶습니다 한 번만 저도 복합성 피부인데도 이런 여드름이 난 적은 한번도 없었어요 모공과 블랙헤드 때문에 고민이었는데 피지 필라멘트를 없애고 싶어서 이 제품을 구매하게 되었습니다 많은 리뷰에 별 5개가 있었는데 제 말은 많은 의미입니다 포장에 적힌대로 사용했어요 코와 볼에 5분 정도 문지른 후 물에 희석해서 사용하고 워터 베이스 클렌저도 사용했어요,"['제품', '사용', '시작', '복합', '피부', '여드름', '모공', '블랙', '헤드', '고민', '피지', '필라멘트', '제품', '구매', '리뷰', '의미', '포장', '사용', '정도', '희석', '사용', '워터', '베이스', '클렌저', '사용']","['제품_사용', '사용_시작', '시작_복합', '복합_피부', '피부_여드름', '여드름_모공', '모공_블랙', '블랙_헤드', '헤드_고민', '고민_피지', '피지_필라멘트', '필라멘트_제품', '제품_구매', '구매_리뷰', '리뷰_의미', '의미_포장', '포장_사용', '사용_정도', '정도_희석', '희석_사용', '사용_워터', '워터_베이스', '베이스_클렌저', '클렌저_사용']"
anua_translated,,1.0 out of 5 stars,Reviewed i,나는 그들이 말하는 것을 상관하지 않습니다 그들은 공식을 변경했습니다 포장 바꾸기 전에는 이거 한 병 다 써봤는데 너무 맘에 들었어요 정말 훌륭했어요 다 떨어졌다가 발견해서 새 병을 주문했어요 와우 포장을 바꿨어요 그들이 공식을 바꾸지 않았으면 좋겠어요 아 2주 전에 치료를 받으러 나왔어요 두 번 사용했는데 얼굴 전체에 작은 붉은 돌기가 피부에 생겼기 때문입니다 아 여기 저기는 아니고 너무 심해서 알레르기 반응이 있는 줄 알았어요 나는 힘을 쏟았어,"['상관', '공식', '변경', '포장', '발견', '주문', '포장', '공식', '사용', '얼굴', '전체', '돌기', '피부', '알레르기', '반응']","['상관_공식', '공식_변경', '변경_포장', '포장_발견', '발견_주문', '주문_포장', '포장_공식', '공식_사용', '사용_얼굴', '얼굴_전체', '전체_돌기', '돌기_피부', '피부_알레르기', '알레르기_반응']"
anua_translated,,1.0 out of 5 stars,Reviewed i,이 제품이 정말 갖고 싶었어요 나는 그것을 구입하기 전에 조사했고 그것을 올바르게 사용했는지 확인하기 위해 관련된 모든 단계를 수행했습니다 많은 사람들이 이런 제품에 문제를 겪는 이유는 잘못된 사용법 때문입니다 서문에 말씀드리자면 저는 아큐테인을 한 번 복용했고 현재 호르몬성 여드름을 겪고 있습니다 나는 호르몬성 여드름 치료를 위해 피부과 전문의와 왔다 갔다 했지만 이 제품을 구입한 것은 그 문제에 도움이 되지 않았습니다 오히려 모든 것을 정화하고 보장하는 것보다,"['제품', '구입', '조사', '사용', '확인', '관련', '단계', '수행', '사람', '제품', '문제', '이유', '사용법', '서문', '말씀', '아큐테인', '복용', '호르몬', '여드름', '호르몬', '여드름', '전문의', '제품', '구입', '문제', '정화', '보장']","['제품_구입', '구입_조사', '조사_사용', '사용_확인', '확인_관련', '관련_단계', '단계_수행', '수행_사람', '사람_제품', '제품_문제', '문제_이유', '이유_사용법', '사용법_서문', '서문_말씀', '말씀_아큐테인', '아큐테인_복용', '복용_호르몬', '호르몬_여드름', '여드름_호르몬', '호르몬_여드름', '여드름_전문의', '전문의_제품', '제품_구입', '구입_문제', '문제_정화', '정화_보장']"
anua_translated,,1.0 out of 5 stars,Reviewed i,나는 이것을 1 5 개월 동안 사용해 왔습니다 저는 30대 후반이고 피부가 예민한 편은 아닙니다 향이 강하다고 하는데 내 병은 향이 너무 가벼웠어요 거의 눈에 띄지 않으며 내 후각은 매우 민감합니다 정말 이상해요 저의 야간 루틴은 더블 클렌징이고 피부 트러블 없이 다양한 브랜드의 오일 클렌저를 사용했습니다 IG에서 팔로우하는 엄마에게 이 이야기를 들었고 K뷰티 유튜버로부터 엄청난 인기를 누리고 있다는 극찬을 들었습니다 사용 후 2주,"['동안', '사용', '후반', '피부', '후각', '이상', '야간', '루틴', '더블', '클렌징', '피부', '트러블', '다양', '오일', '클렌저', '사용', '팔로우', '엄마', '이야기', '유튜버', '인기', '극찬', '사용']","['동안_사용', '사용_후반', '후반_피부', '피부_후각', '후각_이상', '이상_야간', '야간_루틴', '루틴_더블', '더블_클렌징', '클렌징_피부', '피부_트러블', '트러블_다양', '다양_오일', '오일_클렌저', '클렌저_사용', '사용_팔로우', '팔로우_엄마', '엄마_이야기', '이야기_유튜버', '유튜버_인기', '인기_극찬', '극찬_사용']"
anua_translated,,1.0 out of 5 stars,Reviewed i,저는 이 오일 클렌저의 허브 향을 정말 좋아하고 사용할 때마다 편안함을 느꼈고 화장솜과 기타 물을 사용해야 하는 마스카라를 제외하고는 메이크업이 상당히 잘 지워졌습니다 피부가 너무 깨끗하고 상쾌해 보이더라구요 하지만 일주일 정도 지나면 내 얼굴에 작은 붉은 돌기가 생길 것이라는 것을 알았습니다 그냥 클렌징할 때 좀 자극적이거나 물이 너무 뜨거웠을 수도 있겠다는 생각이 들었어요 참고하세요 저는 항상 이 오일 클렌징을 따랐어요,"['오일', '클렌저', '허브', '사용', '편안', '화장', '기타', '사용', '마스카라', '제외', '메이크업', '피부', '일주일', '정도', '얼굴', '돌기', '클렌징', '자극', '생각', '참고', '오일', '클렌징']","['오일_클렌저', '클렌저_허브', '허브_사용', '사용_편안', '편안_화장', '화장_기타', '기타_사용', '사용_마스카라', '마스카라_제외', '제외_메이크업', '메이크업_피부', '피부_일주일', '일주일_정도', '정도_얼굴', '얼굴_돌기', '돌기_클렌징', '클렌징_자극', '자극_생각', '생각_참고', '참고_오일', '오일_클렌징']"
anua_translated,,1.0 out of 5 stars,Reviewed i,그러니 인정하겠습니다 좀 더 조심했어야 했어요 나는 리뷰를 읽고 이 물건이 훌륭할 것이라고 생각했습니다 나는 그것을 올바르게 사용하는 방법을 알고 따라야 할 좋은 수성 클렌저를 가지고 있는지 확인했습니다 나는 사용되는 오일이 내 피부에 잘 맞는지 확인하기 위해 두 번 세 번 네 번 확인했습니다 그리고 잘 맞는 것 같았어요 다른 재료를 보지 않았다는 점만 빼면요 주 첫번째 성분은 클렌징 오일이 아닌 에틸헥실팔미테이트와 여드름성 피부라면 hoo boy y,"['인정', '조심', '리뷰', '물건', '생각', '사용', '수성', '클렌저', '확인', '사용', '오일', '피부', '확인', '확인', '재료', '성분', '클렌징', '오일', '에틸헥실팔미테이트', '여드름', '피부']","['인정_조심', '조심_리뷰', '리뷰_물건', '물건_생각', '생각_사용', '사용_수성', '수성_클렌저', '클렌저_확인', '확인_사용', '사용_오일', '오일_피부', '피부_확인', '확인_확인', '확인_재료', '재료_성분', '성분_클렌징', '클렌징_오일', '오일_에틸헥실팔미테이트', '에틸헥실팔미테이트_여드름', '여드름_피부']"
